sentence,predicted,truth
"You've not attended an Oregon Football game, have you? Alcoholics, hipsters, toxic habits, but mostly just pervasive, uniform, selfish, inconsiderate behavior. And sullen, especially when they lose. And they mix tight ends with tuba players in a field in front of thousands! Tsk tsk, I'm no longer amused by this shameful display of evil socialist and morally corrupt behavior. All you vain
people with bad posture, straighten up and fly right!   

S/off",False,True
I'm saying Obama should just do his job. He's a failure.,False,True
"""The number of inmates in the state's eight low-security, privately run halfway houses has dropped by 300 people — nearly 40 percent — since 2013.""  It's a power struggle between the DOC and GEO.  GEO has consistently set their own standard of which type of offender that they will, or will not house, and that standard is at odds with the ongoing needs of the DOC.  So the DOC has said ""Fine, then we will cut your client base to below your operational costs.""  ""Show you who is really boss!""  I hope the DOC wins this pissing match, as GEO is an evil parasite.",False,True
Oh for Pete sake give the guy his freaking boat back and a couple months to get it out. I think the port made their point. I doubt very much he will stick around very long.,False,True
I so like how the auction house is pumping this up. Yes remember they make a 15% Buyers fee on it. Rats.,False,True
"AK Friend:  ""Please don't reply"" is pretty control freakish.  CCA, Cornell, GEO ... all birds of the same feather, interchangeable labels.  They have all negotiated the same contract terms, and whenever a different entity takes over a contract, the former conditions stay in place.  Almost all contracts also have ""unwritten terms"" ... matters covered by statute, convention, or an ""understanding"", which don't need reiteration.

""Geo is also new to Alaska."" ... So, did you work for someone else, here in Alaska, before Geo took over?  If not, then you were not in on the early negotiations.  As for my being a ""know-it-all"", I'm simply being as equally assertive as you.  I'm the other side of your coin.  Everything that I've stated in my comments, have been written or spoken in one or another of Alaska's news sources ... perhaps I've chosen one side of the subject matter, but I'm not stating anything new.

And Janine Belle has every right to consider the both of us to be morons!",False,True
"pilfered implies illegal.  to be clear , PERS is legally screwing us over.",False,True
"Hemorrhoid, I think your hemorrhoids are getting to you.",False,True
"Hey, I'm a politician and an honest person. Hey I'm a prostitute and a virgin .",False,True
I would not vote for you as that would be a vote against the country and our cherished belief system!  Now go to your transgender room and close the yap!,False,True
"It's ""too""dummy.",False,True
"The Imam of Ignorance strikes again....do you hear his call to prayer??
""Education is the Great Satan, "" he wails...""Trust me, I know what's best for you""....",False,True
One previous owner of the Pump House got caught bring marijuana in from Mexico using his airplane about 30 years ago.  This place is jinxed.,False,True
"G.W. Bush was also. So was fornicator Clinton. 

All I do is pay my taxes, re-home dogs  and volunteer.",False,True
"Well written Bill Sherwonit.  Unlike Lieb's article, which is long on claims and short on facts.  Why let scientific data get in the way of a good bear article.  I find it interesting that his signature says he writes scientific articles.  Where's the Beef, or data in his article.

Maybe Lieb should move down here with us Lower 48 wildlife preservationists if he is so afraid of the brown bear, a lot less bears for him to worry about.  Although there are a lot of squirrel's and chipmunks.  I suppose we could kill all of them too.",False,True
"This ranks all the way up there with Sarah Palin's ""violence"" when she used the word target. Mindless Liberal drivel. The pretence of outrage designed to cloak the many failings of their prefered candidate. The hope and plan is to make so much noise over anything and everything that we all forget just how disgusting Clinton is. In November, we find out how well it worked.",False,True
"An irrational person (criminal/mentally ill) can use anything to justify criminal or anti-social behavior.  The media jumping on an innocent comment and warping it simply provides more opportunity for irrational people to latch on to something.  The Dallas police murderer, Orlando night club murderer, abortion doc murderer, and as you referred, a long sad history of irrational people doing what they want.  There will always be whack jobs who do whatever they want.  Trump's comments were in no way meant to incite violence and to say so is simply playing the outrage card and does nothing to promote civil discourse.  Twisting comments to make political hay is disgusting and intellectually dishonest.",False,True
"In today's electronic world, everything a candidate says or does is being recorded by someone and will hit the internet in a matter of minutes.  Mr. Trump's many gaffes are videotaped..no ""out of context"" involved.  The man is, again in my opinion, totally unfit to be President.  He doesn't have the intellectual background, the knowledge base, the moral base or the emotional stability to be President.  I have previously posted the definition of a ""sociopath"" and Mr. Trump exhibits every characteristic.  Again, check it out for yourself and make your own decision.  Indeed, the media gives him a lot of coverage..what do you expect.  The man is one of the two major candidates for President of the United States and his actions and comments are ""newsworthy.""  They may be strange. They may be bizarre.  They may harm his chances to be elected.  But, in the end, they are his actions and comments.  Don't get mad at that ""damn liberal media"".  Get mad a Trump for being such a terrible candidate.",False,True
Show Ms. Deluxe the door.  Then she can have all the time in the world to click glasses with lobbyists and any other creepy crawly that she's interested in rubbing noses with.,False,True
"This reminds me of the city's failed S. Willamette rezoning proposal.  (SW-SAZ) The city became bogged-down from the upheaval and opposition from four city chartered neighborhood associations.  So, the city and mayor hired the Oregon Consensus who submitted their assessment.

The mayor didn't like the OC assessment, ignored it, and has now gone rogue and invited the entire community to her dog-and-pony-show of a forum.  To be heard September 19th.   

The same with probably happen with an assessment of downtown.  The city will ignore the parts they don't like; the parts that will make them look like fools.",False,True
"JP:  I don't know how old you are, but I'm 74 and, damn it, I am getting, quite literally, ""thin skinned.""  Bump an arm or have a ""run-in"" with a bramble and I bleed all over myself.  If I could ""grow some skin"" and not be quite so covered with scabs, I'd gladly do so.

Those ""grow some skin"" comments from, usually 4:20, don't really bother me.  I try to address issues and behaviors which interest or concern me.  For example, I think it would be irresponsible for us to ignore the ignorant, nasty and, yes, dangerous comments from Mr. Trump.  Additionally, I also always confront any racist comments made in my presence.  If such behavior makes me ""thin-skinned"" I can certainly live with that.  IMO, those ""grow some skin"" comments are a rather anemic attempt to avoid addressing the issues raised.  

When it comes to passively accepting comments like Mr. Trump's nasty attacks on others w/o expressing my contempt for them, I will never ""grow some skin.""",False,True
"""when Oregonians, thankfully, overwhelmingly rejected it.""

Oregonians rejected it, and that's a good thing, but it's mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state, punishable by a public whipping (39 lashes) every six months until they left.

That is the primary reason why Oregon is one of the whitest states in the nation.",False,True
Governor Walker spending state money like a drunken sailor.,False,True
No thanks. We don't need any more racists in this state. We already have enough democrats.,False,True
"okay here's my final post.  A person who is driving drunk RARELY gets to that point alone.  Maybe someone provides the alcohol - at a bar or restaurant or party - and over serves the person.  Maybe a family member doesn't think it's necessary to lock up the liquor (as in ""my kid would never steal alcohol).   Maybe someone encourages a friend to have another one.  Maybe someone watches that person drink too much and then get into a car either as the driver or the passenger.  Maybe someone  knows his friend/family member is too drunk to drive but doesn't stop him.  Maybe someone thinks ""oh it's only a short drive; he'll be okay"".  Maybe someone thinks ""it's not my problem.""  Teenagers see all the booze commercials where everyone's having a great time.  Yeah, they see the DUI ads and the DUI demonstrations at the school. Teenagers do not have the life experiences that adults have and they make very stupid decisions.  Most of us are lucky enough to survive our stupid decisions.  Some don't",False,True
"The embodiement of Tulsi Gabbard  is kept very secretive from media  Only if you are one of the clan of 200 disciples and followers, who live right in Kailua next to the million dollar beachfront abodes of their Lanikai Cult leader, (Hare Krsna) birth name- Chris Butler, would you be privy to the inner workings of the cult leader and his hold on the Gabbard’s. All sign anti-disclosure documents so you won’t be hearing from any of them too soon. Ex- cult members and children who left after they realized their guru was a fraud may be the source to get some truth.  Butler through his network of devoted brainwashed followers have manipulated social media to bolster support for Gabbard. Brainwashed Tulsi is not ignorant of her actions, she hides behind her mask of deceit well, but one day the veil of her hypocrisy will be removed, but not until she chooses to divorce herself from the meddling claws of her guru who directs her every move both political and personal.",False,True
Sue his ass amen! The PERMANENT fund dividend is based off a system that replenishes its self every year. If we don't have as good of a year then the PFD would be less. Based off a 5 year average. He wants to cut the money that we would be putting back into the economy to bail out the states fuck ups. How about the state pay for there own mistakes and stop with all the dump road projects like upgrading our high way to 6-8 lanes. We don't need that. Slow down take your time or drive a different rout. Or all the money there wasting on bridges to no where. Or there own salaries. Don't cut the PFD.,False,True
"Well Dave, maybe if my ancestors killed off most of yours,then we would be providing health care for you.",False,True
"Same sex marriage, yea, that's cool, hardly anything new though.  Fallen Rome, Greece, Mayan, Egypt had that too.  Choice?  did they choose a 70% divorce rate or did you?  Do you mean the On purpose put America in severe debt medical act?  Obamas hero's and father were radical bozo's that Hate America you know!",False,True
Democrats tripping over one another in a contest of who can promise the most free handouts... What a hoot.,False,True
"Do provide evidence of all these claims. It appears that you are just repeating the talking heads rhetoric and that you do not have the capability of thinking on your own, especially critically",False,True
"""It’s more a case of he should be disqualified from even running because his mere presence in the race makes Americans appear as douche bags by extension.""
So, who nominated him?  Could it be a bunch of American douche bags?",False,True
"trump has NO CHANCE at this point.  He's is bonkers and dangerous.

Plus, I gotta tell ya...those TINY HANDS are REALLY CREEPY",False,True
"She is an awful human, undeserving of $42, and use of this city's Egan.",False,True
Just a critic of evil? I denounce it. Hillary Clinton should never be allowed anywhere near the White House again. She and the fornicator husband soiled it once.....that was one time too many.,False,True
"No, it's not right. It's ridiculous that the board has to pay for an investigation that they have no say in how it's done, how long it takes, or the costs.",False,True
When are they going to get rid of you? You serve no purpose other than you belittle and assault people who's opinion you don't like.,False,True
Hannity with boobs...,False,True
"And hopefully you realize that the NYC Commission on Human Rights has identified a minimum of 31 protected gender identities. I agree that a ""minimum of 31"" is not the same as 60, and that we don't have actual proof that all members of this commission are Democrats, and that this is NYC and not the entire country, but it still does seem pretty ridiculous. So I would consider the comment a stretch, but not gibberish, seriously.",False,True
"Go away.  You're no help.  Same old pile of dung heap we keep hearing about from wrong-wingers that got us into this mess in the first place.  Got news for you Bubo, state workers aren't the problem.  Take a close look at the Legislature's $70 million budget and tell me there's nowhere to cut.",False,True
"He did criticize it, he asked if she knew what it was and told her not to be a sheep.  That's him questioning her intelligence, Janette stated her opinion, he attempted to minimize it and you're attempting to justify it.  What difference does it make how old I am, whether I'm 14 or 40, what he said doesn't jive.  Are you, who admits to not being able to spell, trying to correct me?  Is that because your argument footing is baseless and you're grasping at straws?  Don't be angry that I called him out and then called you out and didn't back down when you attempted to troll me.  Don't like what I say?  Fuck off and don't read it.",False,True
"Shame on you, Alan. You are a good troll advocate example, subverting the truth, while attacking good human beings focused on truth, justice, integrity while educating the public.",False,True
"Boy, Trump really has you 'stupified'. Hilary's far from perfect, but at least has the experience. NO bankruptcies, NO people she's left without a job in the aftermath of her incompetency. Stop already. You're just embarrassing yourself.",False,True
"As bad as this story is, and it is bad, I find something very interesting.

ADN has buried it, and I truly wonder why that is?

Actually, to be truthful, I know EXACTLY why that is.

The fact that the officer that shot the young man, and the young man himself belonged to the same demographic, and not only that, they knew each other.

So, ADN, obviously black lives do not matter UNLESS said lives are taken by a white individual, especially a Law Enforcement Officer of said race.

Why is this not upon your own front page within HUGE letters, as, as slaves of the Washington Post you seem, nay, actually do so often?

This young man was shot and killed by a police officer, and has sparked many a riot and destruction within the community.

Why is the story buried, ADN?

Have you no dignity?

Have you no independence?

Have you no respect?

Apparently not, because you, ADN, and so many of your own compatriots within the Liberal\Marxist ideology care only about one thing.

Votes.

Bastards.",False,True
I loved Alex I played with him when we where kids he was my best friend  he slwsyz reminded me of the young innocent boy I use to play with n ride bikes with I miss him his mom is a wonderful women n I hope she can find peace rip I love u Alex be happy where u r I miss u n I'm just glad u r free from ur addiction I wish there could have been another way its so safe what the crap does to people so young plx stop the crsp there is no reason to takey a life especially someone so young he never even got to live no college no chance to have a family of his own i miss him n I want to cry every time I think about him rip in peace my loving best friend alex be safe up there.,False,True
"The old argument that there was never a Palestine

How come they had coins? http://www.ebay.com/gds/Palestine-Coins-of-1927-46-A-guide-for-eBay-collectors-/10000000000770353/g.html

How come they had borders? How come they had a flag? How come they had a people? How come the UN voted that they should keep their land? How come the US invaded Iraq for doing what Israel is doing to Palestine? Palestinians today has terrorists because that is what Israel wants. Every time one Palestinian terrorist kills two Israeli's with a knife Israel can respond by taking more land and killing hundreds. It is the smartest long term war plan ever and most of the west is just to stupid to realize it",False,True
"Greg DuBois--amen.  And the other side of that is carelessness--inevitably quite a lot by young drivers, bicyclists, pedestrians--that invites me to ruin the rest of my life by hitting them.  Legal non-responsibility would mean little if I killed someone.",False,True
"Your not stating what you actually pay on property tax, I don't need to know the value of your home simply asking what you pay. Property tax fluctuates for all sorts of reasons. I love your accusation but if I lived with that bunch of ""jerks"" (paranoia an issue for you?) I doubt I'd be asking said questions. Actually nothing you stated makes any logical sense at all. Who is ""Eric"" and how could a squatter charge rent? How did they steal a residence?",False,True
"Baiting bears is usually allowed in areas where the understory is so thick that you would walk right past a bear and not see it.  Proper hunting?  How about using bait for halibut?  Still a bait station.

Spears or arrows are archaic for hunting, yes.   Both require more real 'hunting' skill than a firearm.  The Hunter has to be closer, more opportunity for the prey to smell or see the hunter.  Other than snares or deadfalls, clubs or spears are some of the basic, traditional hunter tools.  A whole lot more sporting than sitting 200 to 400 yards away and shooting a firearm.

The Bambi lovers are going to hate anything to do with hunting or killing wild animals.  Who cares, I don't but remember, very few people would have even known about this spear guy if he had not been so stupid and posted on the 'unsocial', social media!

I do wonder just how many of the anti hunters approve of abortion though?",False,True
My opinion stands. I was asking about the steppenwolf show being open when I asked to be corrected. When they allow a group who makes drug infested garbage at the fair edited or not they ask for it.,False,True
den Y id is Ann dat so many ni&&a's don giv a fuk bout grama biotch! or put it simply why do so many black people not speak well?,False,True
"""Students can’t and won’t be forced to expose their body to another if they are distressed about it.""

Damn, I wish I'd known that when I was in high school. It certainly seemed like you were forced to then.",False,True
So when someone has the ability to save some ones life they should just choose not to because they used a drug? What if someone accidently took too many prescribed meds yet the person who could save them assumed it was a heroin overdose and just said nah they deserve to not be saved....you are a shi*ty human being.,False,True
The Clinton's are a crime family.,False,True
I've been warning against her for years!  Where have normal Americans been?  She is the worst example of a person and politician I have ever heard of.  She makes Nixon look like George Washington.  In fact she learned a lot from Nixon as that is where she got her start and learned all the ropes about how to be a crook!,False,True
"It does seem a little hypocritical: the most dangerous drug the world has ever known (alcohol=20 million dead annually, world-wide), is freely sold on many street corners in Ketchikan.",False,True
"con't. - also when the family gets that search team signed on - run that go fund me link all over, every day until you've doubled your goal - the number sounded low...
  just a thought.  a few years back the lovely young lady from veneta (?), brooke (?),  kidnapped from corvallis - got good press coverage..national  - TV(?) '20/20' or '48 Hours' even (?) ---see if the cops will make a connection for you and get in touch with those folks - they can point you to the right road i'd bet....
  i just hope to god they find her and catch the scumbag boyfriend.",False,True
"""who do you think should do the killing?""

Anyone and everyone. This is a community problem, so everyone who wants to be part of the solution should be allowed to help. As I said above: remove all protections on free ranging cats, and allow people to help. People who allow their pets to roam outside are part of the problem, because their pets are part of the problem. It would be very sad if pets were killed, but ultimately it is the owner's responsibility to make sure their pets are not out killing birds.

Years ago some Vermont acquaintances got one warning from the Ranger: Next time I see your dog running deer, I'll shoot it. Next time she saw it running deer, she did. 

Vermont does not pretend that trapping, neutering, and releasing dogs solves any problems. They are serious about threats. We just want to feel good about ourselves. If we were serious about feral cats, we would kill them. Neutered cats eat birds. Don't release them. Kill them.",False,True
"Yet the black race at 5.6% of the population commits the majority of violent crimes in this city.  Sure every race does, some just a lot more then others.",False,True
"no doubt but what good does only my understanding do if the races commitin the crimes won't bother trying to understand and work either? you think I'm racist and to a degree i'll give you credit but it is only because of the black people I've met and known. Only 10 of 100 I know would I introduce to my friends and family, the others belong in halfway houses. The first people to beg me to help them steal with them were black, the first con on the run I met was black, the first person to admit to me he stole all the food he ever ate in this state was black. The first people I know to kill and be killed over a pair of shoes were both black. And lastly the first bank robbers of the year at this spot were black! Grow up, in all ways!",False,True
"Bill ur like new mutated form
Of lice... Ur a bacteria to our way of life. Ur a terminal venereal disease to the economics of this state. Resign
Immediately and move to Yuma...",False,True
"Mike Dingman. Stop being a dikman and stop bullying those of us that aren't spoon fed your version of political correctness. You're the one with the proverbial ""bully pulpit"". But you're a ""so-called"" Journalist when you're nothing more than a propagandist. America helped get her where she ended up. Yes, she put in her effort and talent, but she didn't pay for all she got that supported that effort she put forward. We have few demands. Even our hope that she does her best, is just that ""hope"", not a demand. If we demand that those that claim to represent this country carry that responsibility to heart, they would show respect which includes simple stuff such as behaving and remaining within the law of the host country and not wreck bathrooms, but also to please show honor and respect during all duties and ceremonies. If that's too much, then the work she put into it WILL be overshadowed her stupidity as well those that chose to vandalize and lie about it.",False,True
"The real purpose here is to keep the 120 people in the Houston office (& how many others, elsewhere) working at big salaries - producing 33,000 pages of paperwork as they bleed the state coffers. Ak should never attempt to ""partner"" with BigOIl. We see luxury cruise ships sailing from Seward to NYC. We should sit on the gas until a private entity (BIgOIl -?) builds the tankers (when the market is right) & ships the gas from Prudhoe to Japan - much shorter & less risky that the NW Passage. Forget building a pipeline that tears up the wilderness & will demand massive maintenance costs .... if it doesn't bankrupt the state - which is likely. Beware that the PermFund, all or part, is not used as collateral for building that idiotic Pipe Dream. It's way past time to retire this Pipline Obsession & everyone connected with it.",False,True
"The haters here are in effect part of the media or at least the social media.  Too bad they are on the wrong side of History.  I actually kind of feel sorry for them!  All of their vile, sick dreams are going to go up in pot smoke.  Just watch the next so many years.  Silent Majority America is on the march.  Close to half of the dem party in key state Pennsylvania has registered republican months ago.  People really are fed up with the direction red progressivism has taken our nation!  It's a Trump movement and libs just love the word movement!",False,True
Alaskan criminals===our politicians?,False,True
"How'd ya learn how to write Mr. 645? How'd ya learn how to add and subtract and calculate? How'd ya learn how to use computers and speak in complete sentences. How dare you sell teachers short with your simplistic soundbite. They are probably the most important profession we have in spite of all the negativity directed at them by people who don't want to pay taxes the allow us to have a civilized society. To paraphrase Condi ""mushroom clouds"" Rice, ""No one could have ever predicted that teachers, cops and firemen would become public enemy number one"" just because they are public employees represented by collective bargaining agreements. Next time you post a comment please think of the person who taught you how to spell correctly so that you don't make an even bigger fool of your selfish self.",False,True
Burn down the prisons and put several inmates in Kevin Mannix house if he's not dead yet.,False,True
"Whether you meant it or not; ""well healed loosers"" is hilarious. And true!",False,True
