sentence,predicted,truth
"""Trump has also called climate change a hoax by the Chinese to hurt business in the United States.""  Wow!  That's one of the best conspiracy theories yet!  Gotta hand it to Trump - his insanity never ceases to amaze.",False,True
"Relax, relax....   San Andras will take care of San Franscisco's problems just as The Big One will do for Portland.   Mother Nature always kicks ass last.",False,True
"rich, fat and old people should not be allowed out there, but they are the only ones who can afford it.",False,True
"Thanks Ms. Fawcett,
I think you could have shared this with the photographer.
Otherwise it is an inane remark.",False,True
"Why do people here have a problem with honking while driving? I grew up here... I honk if people are sitting at a green light or stopping in the middle of the road because they are lost. (Pull over and figure out where you are going.) Every so often when I discover I was not paying attention and the light turned green and no one honked I wonder why, and would have appreciated a little notification... It happens. It's not a ""fuck you,"" it's just to say ""hey, earth to driver, let's get going.""",False,True
"This is Alaska. Say that to the wrong gay dude and turned inside-out. I knew a couple of roughnecks from Prudhoe some years ago either of whom could've hoisted-up by the throat with one hand the guy in the picture. Last I heard, they got married in California.",False,True
"David if you were there for the purpose of harassing the gays quite whining and just go back to Texas. Alaska used to be a live and let live state until the bible belters brought their religion and insisted they needed to ""save"" everyone from themselves. If you don't approve or care for the gays just keep away from where they frequent. It's pretty simple to mind ones own business.",False,True
"How many laws, protests, sit-ins, demonstrations and new holidays do we have to create to finally understand all it takes is respect and decency for your fellow man to make this freaking planet a decent place to live?  How many wars do we have to have?  What is it that you do not understand?  People have a born right to live free and not be judged because of the color of their skin, their sexuality, their gender.....if you don't agree with the way someone lives - guess what?  TOO FREAKING BAD.  It is none of your business, leave them alone and focus on how you can live a better life by being respectful to everyone you encounter.  Our children are not born with hate in their hearts - they LEARN that crap.  Whether the reporter got the story right or not the bottom line is a group of Americans traveled to another part of the country for the purpose of telling another group what sinners they are.  Don't you have anything better to do with your time and money????",False,True
"I'll say it, but Obama isn't my president.

I don't worship at that traitor's feet",False,True
"Thank you Hugh!  We WERE in Uberbubblesquared..........now it's just Uberbubble.   It was eye opening to understanding.

Those mucks want all us of 'dummies' to think it's was based on racism and immigrants.  

Gosh, thanks again so much.  I don't do well at times when I post and this time I really felt I was contributing.  Thank you so much, teri",False,True
"You don't have to believe it, and if you had read it carefully I said they started it BEFORE the parade. They were screaming at us - literally screaming. And we were by ourselves. Not with anyone else at all. We had just arrived downtown and were walking around and they started screaming at us. There were witnesses, so no, I am not lying or making it up. Your closed mind will believe what it wants to anyway. And yes, if anyone in the general public, big tin foil crucifix or not, starts screaming obscenitiesat at my children and I, your damn right I will call the cops. I have the right to be safe. My children have the right to be safe.",False,True
"Gerald, we don't have a million residents, period.  And the State is in fiscally in the hole.  Does anyone think that our legislators in Alaska have done a good job?  Can you imagine how much worse off we'd be without federal help?  Hell, I'm ready to dump Statehood and go back to being a Federal territory after the last two clown shows the legislators have put on up here.",False,True
"But ... but ...  It's just announced that he's been Born Again!  Which means, you'd better find a thicker steel plate to cover your behind.",False,True
"Seriously?  Let's see, with Bush we got the 9/11 attacks, the uncalled-for and still unpaid-for war with Iraq, turning a budget surplus into a huge deficit, and trillions lost in the financial market meltdown, and you think Gore would have been a disaster?  Please tell me how it could have been worse, because Bush is undoubtedly the worst president since Hoover, perhaps the worst ever.",False,True
All I can say Shame on you! for those people that stayed silence even though you know the truth behind this angelic look like innocent POS! I wish the judge asked how is she in her treatment facility. she is no angel.... she needs to be in jail!,False,True
"""Failing to realize"", huh?. That's a pretty asinine judgment.  Your comparison to healthcare is also meaningless. I have choices who to see and where to go and make decisions based on information available. But apparently anti-gun control people see no substance in any conversation regarding whether types of guns or ammo should even be available. It's the same mentality that made getting seatbelts, airbags and antilocking brakes into cars take longer than necessary. SO sorry for the inconvenience.",False,True
The hookers love that park.,False,True
"There are over 2,000 laws related to firearms that are a RIGHT to own.  Why should I have to undergo long background checks to have a muffler?  Why should I have to get permission from a law enforcement officer to obtain a 1918 pistol with a wooden holster that can become a stock?  Why should I have to be a responsible and trained citizen when ignorant individuals can exercise their RIGHT of free speech to lie and spout off inaccurate information to support their political viewpoint?  Why should I be subject to jail if I fail to utilize a surname on one document or make a mistake writing a serial number?
Why would we allow someone to get several DUI's when simply waving a firearm (loaded or not) would subject an individual to losing their constitutional rights and jail time.  Cars are given to kids with special exemptions because they are underage but we can't provide even safety training for a firearm.  My dear citizen, you remain willingly ignorant.",False,True
Leonard Pitts is a waste of oxygen.,False,True
For black kids I heard the number one cause of death is from firearms. Different realities on this issue for different folks.,False,True
"Sarah has been listening to someone because she rarely says anything with a lot of knowledge unless she has paid her writers.   We know that by now.  Michael Allan, why are you posting so much defending her?   Why do you even have a dog in this fight?
I believe that the UK made the right decision and I expect to see more leave the EU.  The EU is much like the oligarchy in the US.  UK  is tired of a ""bank occupied country"" by the world banks owned by the rothchilds.  They knew what they were doing and most of what you read about them fearing their decisions to leave is manufactured by the MSM.  It is also very similar if not the same with the Bernie sanders movement of which I totally support.  (btw, sarah was militantly stupid about Bernie....eeks ""socialist""  no a democratic socialist because anyone who understands capitalism unfettered, unchecked becomes fascism, a country ruled by the corporations, the wealthy.  That is what we are....fascists or an oligarchy ruled by corporations.",False,True
"4:20 thinks it is dangerous for transgendered people to be in a bathroom because they might be violent against someone. So 4:20 would like to beat up any transgendered person found in the ""wrong"" bathroom to prevent this violence. 4:20 doesn't like violence, so is willing to beat up people to stop it from happening.",False,True
"Bollocks. I mean, really. I use a small container that I purchased at True Value, and then I dump it in my yard waste container - which is exactly what the city is setting up. I don't know if apartment dwellers have yard waste containers, but they would have to in order to participate in the new program. If I didn't have a container I'd use a dinner plate - that's what I used before.

You might also want to check your prejudices at the door. I don't need to explain my political leanings or haul out a manifesto to point out how foolish your divination of my political leanings is, but if you knew me you'd understand.",False,True
"Robert Redford a perv?? No way. Shaw, aka ""Lucky"" somebody I think, uttered Ya Folla.",False,True
Ak6x6 please do not attend and embarass the rest of us with your apparent ignorance. This is a great event coming to Alaska.,False,True
"First of all, great job WW in finding a seemingly endless source of naive guest writers to pen clickbait articles about Portland ""changing,"" which are guaranteed 50+ comments and endless cranky debate.  I look forward to the next in the series.  Maybe you can find a local landlord who will write about how great it is to own multiple rental properties now that rents are skyrocketing.

Second, I'm frankly embarrassed by the consistent bitterness and xenophobia of my hometown towards any new transplants.  I have lived in a number of other cities, and everywhere else people were friendly, welcoming, and wanted to know what you had to say and offer.  But not PDX!  The only other big city people as insufferably assholish as native Portlanders are Boston townies who will punch you if you grew up on the wrong block.  It's a completely small-minded, cringeworthy , bullshit attitude.  You aren't special by virtue of having been lucky enough to be born here.  Be the better people you claim to be.",False,True
"He'll be out of jail in a week. Next time, just shoot him. When the cops arrive, set your gun down and say ""I feared for my life.""",False,True
"Here's what's really going on in Portland. Look at the racial demographics of Portland, then of California. Portland is mostly white whereas California has the largest minority population in the US. It should be obvious to everyone who knows Oregon's history that Portlanders don't want Californians coming in because Californians are sometimes not white, and Portlanders are racist. Yeah I said it.",False,True
"Get off our river, bum.",False,True
"Focus on the reason why they went Bankrupt, the DNR DOG and the AOGCC caused it by not approving a Unit at Kenai Loop Gas Field and AOGCC wrongfully taking all their money for CIRI for possible drainage of gas! No due process and the state agency takes your money and now they state wants a surety on a oil company, wow, Alaska keeps running oil companies out of Alaska 24/ 7 !

I don't think anyone likes bankruptcy but to make a provision in the law requiring oil companies to post a $250,000 surety bond to make sure unsecured creditors receive payment if a company goes bankrupt makes no sense and is clearly unfair, why not all companies not just oil companies, if the Bankruptcy court even allows it and they won't! 

This is what happens when the Legislature stays in session too long, things get crazy and stupid!",False,True
"I agree with Don Neal. Certainly there is no reason to open carry in Costco or Sears. When I see these open carry idiots in the store, I complain to management and leave. You want to be armed in civilized public fine, but leave the guns in the car.",False,True
"Yes! Go Walker Go!!

It's about time that somebody finally did something to fix this mess. Giving away money, whether to oil companies or a state population of welfare parasites, while going broke is an absurdity.",False,True
"Maybe some of the resentment has to do with privileged kids like you comparing themselves to actual economic and political refugees? Not even close, champ.
It also may have to do with the droves of plastic Californians moving up here and instantly comparing how their ""former"" state is superior. If it was so fantastic, why didn't you stay.
I also wonder if it's possible for a transplant to form a sentence without mentioning sub par In N Out? We have Mike's, thanks, so save your crappy food comparison.
Maybe it's the attitude you lay out in this piece as being from a ""richer state that can take it..."" while spending time writing a piece on how you can't take it?
Maybe it's the constant ""Well, in Cali (insert mundane comparison no Portland native gives a crap about)..."" conversation?
If your state was so great, why leave? If you have to leave, why come to a state and try and insert your ""old state"" bougie nonsense into a community that hasn't wanted it for decades? 
Good luck, champ.",False,True
"Well, I'll be darned. And I thought I had a grasp of the English language when I stated that I'm not a fan of Trump (or any of the rest of the candidates). 

But apparently it came out that I'm a Trump supporter.

Guess I'll have to brush up on my grammar. Or maybe get me one of those Star Trek language translators.",False,True
We know why you don't post your photo because everyone knows that a hemorrhoid looks like.  LOL,False,True
"So Bubblebutt is going to Fairbanks to give a speech.

I am not sure that anybody should listen to her. Being an Obama appointee it is clear she is ignorant and is one of the reasons that the Supreme Court has lost so much stature over the last decade and half.

Hard to respect somebody that perjured herself on the stand during her confirmation hearings.",False,True
"Elise,
As a female, I wouldn't waste my time with guns if I wanted to kill a lot of people fast. I'd use Kool-Aid and poison--like Mr. Jones, or any carrier solvent and poison in spray or pour form, or bacteria, in a pinch, sprayed on the vegetables in the supermarket. 

Back in the day, before Independence, the world was so much safer, except for in the cities. Back then, sovereignty ruled the day and if someone was overstepping their bounds, they got what they were asking for and it was okay. Today, the cities are nothing more than nested victims paying for someone else to kill and die for them, when the paid for killers are around. It's very dangerous in the cities.

You are afraid of your own self and what you really are, so you want to buy the responsibility of protection instead of own it. You want to stop me from packing a fully automatic weapon of any sort, when I understand it as a tool with specific purposes of tending to my responsibilities of birth for self-protection.",False,True
saith the fanatical pawn of corporate tyranny!,False,True
"""It would help considerably if they wouldn’t come here just to brag about “how real” it is back home and imply or outright state we’re just a bunch of passive-aggressive weanies.""

Well aed249 didn't do that.  He or she posted a very friendly and conciliatory comment stating that he or she moved here for work (not to waltz around in the hipster paradise on a trust fund dime), and also makes efforts to contribute to the local community.  Yet all he or she got in return for this friendly, gentle approach was a bunch of petty snark by bitter, xenophobic locals.  ""Evolved"" my ass.  It's a backwards mouth breathing attitude, and it sucks.  With that kind of reception, how can you blame anyone for eventually not giving a shit when these same locals get displaced for more friendly, welcoming and sociable newcomers?",False,True
"It is NOT a rainy day fund or it would have been gone long ago. Blame your politicians for giving the oil companies a free ride and hold their feet to the fire over this. No need to be a rocket scientist to follow the money backwards to the source of this problem.................
And blame the morons in this state that could not understand what they voted for a couple years back. Also, don't blame the gov for being a dolt! YOU voted for that dolt. If you did not know he was incompetent, then you were not paying attention. He is and always has been more useless than the Murkowski's.",False,True
"Were you born mentally handicapped, or did your parents teach you how...",False,True
Because he has the testicles to do it. only with the approval of the Legislature which has the constitutional power to override his veto.,False,True
"Governor, You didn't run to the fire you threw every single Alaskan citizen into this arson based fire, This Legislature knew what they were doing when they shoved SB21 down the throats of the gullible they knew , they expected the price of oil to collapse, You see that's the game slowly methodically take the money away from the lower and middle class and funnel it to the rich and powerful and when the til is dry force the lower and middle to pony up and sacrifice to refill the til and then start all over again, You just sold the people out :  (  I have been a fan of yours until today, Shame on you Governor, Shame on you !",False,True
Raingull you forgot to include the monkey's in Juneau that keep screwing with the oil companies.,False,True
Trump will get destroyed in Oregon.,False,True
"I don`t recall Micciche forecasting the fracking revolution and it`s affects on USA gas supplies...either.  Micciche is a hypocrite  to hold that that he was somehow any different from Meyer now, or in Micciche and Parnell and the rest of the Conoco caucus wanting to build a gasline to the lower 48.   What Micciche brought up as criticism and a failure was what they call political ""grandstanding"". 
  Micciche and Hawker, ""crapshoot"" Meyer and ""crock-o"" Chenault,  all will have plenty of time to ""grandstand"" and fight for their oily patrons again starting July 12th.",False,True
"He cut the administrative budget, it's a fact. He has fewer aids, who make more (not twice as much) than previous aids in past administrations, but overall his aids cost less because there are fewer of them. Don't be daft.",False,True
"What I'm seeing in many of these comments disturbs me.

Because I'm poor, and chances are I'll never accomplish a means of living in modest security and comfort — and if not dignity at least accepted by others — without eventually doing something like this. In short, it's the vilification of poverty and alternative lifestyles associated with the stubborn insistence of societal misfits on continuing breathing. If you live on a boat now you're the same as someone living in a van or camper; a meth-head? Or an on-the-run sex offender? Name your bogey man and it invariably is someone not paying rent, unable to or not willing to be a wage slave, or just enjoys being closer to nature and farther away from human beings.

We all talk shit about the 1% and how they're destroying our lives and the planet, yet we persist in abetting their existence whilst shitting on those who by necessity or by courage refuse to play at Their rigged table.",False,True
"You haven't read our new contracts have you? 0/0/0 raises for the next 3 years (""Merit raises"" are bulldink for lazy folks, that's why they're still around, sadly they make the most noise), furlough days, and increased health care costs. Yeah, we're just rolling in money. Darn us, the unscrupulous, do nothing, millionaire state workers.",False,True
So funny that a member of the Alaskan Republican Party authored this article. What's a matter? Scared that your worthless republican legislators might actually have to get off their asses and do their jobs now that Walker took the hit for them. I guess I'd be upset as well if I couldn't kick the can down the road another year in a row. It's obvious they are only worried about themselves and getting re-elected. I applaud Walker for having the guts to try and get our state's finances in order. And for the author to blame part of this on state workers is such a pathetic and weak excuse.,False,True
Just a bunch of slack jawed yokels live over there. I bet you can buy ammo at the supermarkets.,False,True
"Well it sucks if you are a commercial fisherman, but the subsistence fishermen should have a good year with no commercial competition.",False,True
"I know how to test it. Find a big open space, put a chair in the middle with the C4 underneath, set the guy on the chair and touch it off, two results, either years in prison or case closed.",False,True
Thanks for doing the legislature's job Governer. Now can we throw them all out for not doing their jobs? Term limits perhaps? They are all worthless.,False,True
"Are you kidding me ?  While Parnell made mistakes , the Dispatch targeted him with negative stories 24 / 7 .   Dan Sullivan didn't cost Parnell the election . It was the perfect storm. Walker teaming up with the lame democrats who had zero chance of winning. In most street fights when it's two against one the two usually win.   Sullivan's labor ordinance would have protected taxpayers into the future. We are in deep trouble today because it didn't pass.   I'm not still mad about the election results--after all , we dumped Begich and that was the biggest one on my list.  Concerning Trump , it's pathetic anyone who cares about Alaska's and America's future could be against him.  Look at our current job loses. Hillary wants to dump those 1000 or more Syrian's on Alaska . Do you want to feed them , let them take Alaskan's jobs , or keep a rabbits foot for luck that no terrorist is among them ?  Who's side are you on ? Clearly not America's if you support Hillary Clinton .",False,True
"scofflaws cause a great deal of trouble the rest of us have to clean up. they are the speeders, the red light runners, the DUI'ers, etc. etc. i don't know where it is safe to set fireworks off. makes me nervous every time some nitwit near by my property gets fireworks happy.  i just wanna slap them.",False,True
"Nasty little piece by a person who represents the political party that created the biggest deficits in Alaska history.  It was Republicans who grew the spending unsustainably, year, after year.  It was Republicans who gave away our oil with SB-21.  It was Republicans that refused to diversify the Alaska economy.

So Walker comes into the mess created by Republicans.  What did Republican legislators do in the five months they wasted during the session?  They decided to not fix our broken oil tax structure.  But what they did do is decide to pay out almost $700 million in welfare to Big Oil, per year.  One of the biggest single expenditures in the state budget.

Now the money stolen from Alaskan families will be shipped out of state to Exxon, Conoco, and BP.

Great job.",False,True
You know it's a felony to return illegally to the USA after being deported as an illegal. So this winner should have been low-jacked or executed. I prefer execution.,False,True
"I have no issue with your analysis of ""the media"", whatever media that is (I suspect it's media that tends to disagree with your assessment). But it is just a different issue. Tommy guns are virtually non-existent because government (The People) decided to do put a heavy tax on them after children were killed in 1930's gang warfare like Bonnie and Clyde.  There was no ""slippery slope"" leading to further bans, people can still buy all sorts of guns and bullets. 
I've seen Dr. Gina interview a promoter of the AK 47, saying it is just really a hunting rifle that can fire a clip of bullets because, heck, that bear may keep charging. And, since criminals could have this weapon, any home needs one to engage the assailant in a hail of bullets to protect their family. 
So sure, crazies use them. Stop the crazies. Unfortunately, if we start turning in crazies, any person who wants to get back at their neighbor who pissed them off can call the police and report them as crazy. 

I'm no buying it.",False,True
"Blaming algae? Algae is blameless.  The organisms are just responding to the conditions present.  Right now the warming temperatures are supporting the increased proliferation and growth.  As for idiocy,  what would you call failure to accept scientific consensus and overwhelming evidence?",False,True
"Oh, they probably understand, but they just do not care. They don't care about anyone but themselves.

Actually I'm wrong. They DO care, but they care about hurting, bothering, disrupting, and annoying as many people as possible, because to them, that represents ""freedom."" And I'm not just talking about fireworks. To so many yokel Americans, acting like the biggest jerk possible is how they express their ""patriotism.""  

If you were to ask such a person, ""hey, could you please not do that? I have PTSD from Vietnam,"" they'd just reply ""screw you buddy! Get some earplugs! This is the sound of FREEDOM!"" It's just obnoxious.",False,True
Kudos to the City of Seward for standing up to the dog nazis. I love dogs but I have real problems with a lot of dog people. Some of them are worse than religious fanatics.,False,True
"Bearing a startling resemblance to characters in ""The Simpson's, Commissioners Jay Bozievich (Mr Burns), Sid Leiken (Mayor Quimby) and Faye Stewart (Chief Higgins) ""all spoke up in favor of the concept."" Lovely. Puppets of the extraction industries who expect us to roll over and give up our rights so they and their supporters can ""keep the people down"". No wonder Marie Bowers covers for the-cowards-who-don't-want-their-names-on-the docket, but who will sign a fat check to whatever law firm will play along. Moneyed, greed ridden fools they are.",False,True
"Andree:  ""... tonto ...""?  A comment like that makes you sound like part of the problem.  Are you Klan?",False,True
"We get it. You're rich. Therefore, ownership is nine-tenths or whatever. I mean, fuck. Why move here when Mitt Romney could've been your neighbor? Jeeesus. I had Ramblin' Rod as mine and thought I was special. 

You think you have it bad? Shoulda seen what we thought of people that lived in Lake Oswego, Beaverton or attended Wilson High School in the 1980s. 

Each new wave of CA transplants thinks they are a special breed. This flow will once again ebb as it has before. 

Proceed accordingly.",False,True
drone man works for the government!!,False,True
"So has Christianity. This is one man, one case. There are a few boneheads but this is not ""widely abused"".",False,True
"The societal element within Anchorage is reverting back unto the early 90's.

The difference is that back then, APD, AST,  and the citizens not only rejected the unsavory element coming into this State, but actively sent them back unto which location they had come from.

That seems to be no longer the case, and the lower 48 west coast ideology has somehow taken over not only the ideology of old time Alaskans, within that we all look out for each other, but unto the allowance of said lower 48 west coast ideology, both within social and political formats.

And that is a sad thing, whence the populace has changed said ideology from Alaskan independent thinking and action, unto the ideology of Portland, Seattle, or San Francisco, hence our own mayor, rather than removing themselves, or we removing them, from our own area, because of said freedom and independence seeking ideology.

Alaskans are not liberal.

We are Independent, and should always stay that way.

Damn the outsiders.",False,True
"It damn sure is the right thing to do. Best for the state, best for the people, and best of all breaking the chain of dependency. Bravo!",False,True
"Neil, you're right.  Australians just have to get shot because they gave up their guns, so now only criminals have them.",False,True
"How did it go from 'we are talking about/negotiating buying the Wells Fargo building to 'we expect to have the building purchased within the next two weeks.""

WHAT THE HELL?

Did I miss the sale of the Atwood Building? Did I miss something about the 'state being broke so we have to rip off the people and steal the Permanent Fund Dividend or we can't continue to heat our offices by burning banknotes'? Did I miss the news article stating that our legislators had found a whole new pot of money they could blow on a new building to house the Corrupt Bastards Club in Anchorage? I think I must have because at last count the state was in the red for upwards of 4 BILLION dollars, and we needed to cut spending Right Now.

Apparently, the citizen outcry over wasteful spending on an illegally jiggered lease for an outrageously palatial personal downtown palace for the Royal Legislature was considered to be mere noise. It was made loud and clear, USE THE ATWOOD BUILDING.

Thieves, the lot of you.",False,True
"Thanking the Governor for screwing the people, in order to prop up the bloated, incompetent nanny-state ?",False,True
"Quick, Find a way to blame the homeless!
""Civilized"" people living in houses can't possibly be that disrespectful to the land, can they ? That must have been some homeless people that snuck in the parties. 

Sorry, i am in a really jaded mood this morning. Super frustrated with the arrogance abounding around us. I read stories like this about the willful disrespect of the land, I know a number of homeless that would never consider doing this, but will catch our fury just for being poor.

Right now at 3 am the mayors office is busy harassing homeless people at Mother Waldron Park, waking people up in the middle of the night just trying to sleep and rejuvenate their exhausted bodies.  Meanwhile in Waikiki there are scores of drug dealers, pimps and prostitutes offering their ""services"" to people that can afford them. Wonder how much effort is spent disrupting them ? Oh, well since they are helping the economy it must be OK though. Lets concentrate on punishing the poor people.",False,True
"If only its people weren't so provincial, xenophobic and nativist.",False,True
"So you, the guy with his panties on way too tight, are making rediculous assumptions.",False,True
I pray one day you'll have something intelligent to say,False,True
"Wavemaker, yes The FBI says she did break the law but are choosing to not recommend that the DOJ indict her.  
Here is a link to the law, https://www.law.cornell.edu/uscode/text/18/793

I suggest you read the law, then read any one of the descriptions of her actions and behavior.  Any reasonable person will discover that yes, she broke the law.  I urge you to put 2 and 2 together and think for yourself instead of listening totally to the media synopsis.  Before you know it they will persuade you to vote for a crook, and how dumb would that be?",False,True
I have lived in several school districts around Oregon over the past several years and I have yet to find a competent school board. It seems that since there is no minimum bar for application they seem to be filled with useless people.,False,True
"Metooist:  You raise the key questions relating to religions.  Is god (or God), if he,she, it or they exist, loving or vengeful,  kind or rather nasty?  How about folks who pray to god (God) for rather petty things....victory in a football game for example.....would a god(God) really be interested in such matters?  As we look around us at the harm being done in the name of various gods(Gods), would any supreme being really want such actions?  The list of rather depressing questions could go on for pages.  I've met very loving, wonderful people of all religions.  I've met very loving, wonderful people who are athiests or agnostics.  I've met really nasty, hateful people who are self-avowed Christians, and, again, I've met nasty, hateful people who are agnostics or athiests.  How about radical Muslim zealots.....not really nice folks.  Yet, the vast majority of Muslims are peaceful individuals.  Good is done in the name of religion...so is evil.  
I share your skepticism re: religion.",False,True
If only your Dad wore a condom.....,False,True
"Keep up the good work fast food frequent flyers. It's one way to end homeless , hippies and niggers! Way to go McDonalds!",False,True
I hate Texas.,False,True
"Steve Helgason was raised between Anchorage and Kodiak Alaska.  As owner and captain of the F/V Kitty H for 19 years, he was a commercial fisherman and an operator of a charter boat guide service. ....

is this you or coward just like me....",False,True
"The will of the people will be thwarted by various government agencies using any methods or means available. This is intentional. It is what will keep the black market alive and prospering. It will keep the courts and  jail cells full while benefiting the pot lawyers. Excellent way to reduce State government and remove any financial benefit the State would otherwise see. You can not protect everyone one from everything no matter how many laws and regulations you pass. In 10 years, we will look back and ask how things could be so screwed up.",False,True
I don't think the BATF has time to investigate  this as they are to busy playing cop and giving the people the finger. Then they get a free pass because rules don't apply to them. If called upon I'll never help any Federal law agency because as seen in the recent news they are all corrupt.,False,True
This Clinton thing stinks. Bernie for President.,False,True
"Hello!?  As an Alaskan, the oil is ours.  Your comment shows your welfare mentality actually.  If the oil is ours, how can it be welfare for us?  It's corporate welfare.  Your screen name says it all.  You have some bad history that has jaded you.  I'd say you are showing signs of ignorance.",False,True
"The tragic attack in Dallas is emblematic of, I fear, an escaclating cycle of violence between radical elements of the Black community and the police. Each incident of violence brings more violence. Now, the planned execution of five officers will take this conflict to a whole new level. I fear we’re headed for some very difficult and dangerous times for all of us.

I think, fear is the operative word here. As things escalate, fear increases and trust diminishes, leading to more liklihood of “untended” violence. Then, add planned, intentional attacks on the police as we just saw in Dallas, and, understandably, the level of anger increases among officers. On the “flip side”, each questionable shooting of Black men increases the anger among African Americans. Fear…..distrust…..anger…… a recipe for disaster. Then mix-in our polarized and factionalized politics and beware of a nationwide explosion… IMO, we all need to work together to try to de-escalate things… with hope, Gary Crum",False,True
Well either that or he will be Portland's next right-wing mass shooter. Hell knows he more than fits that profile.,False,True
"May be they go to school in the lower 48 to get away from their freaking parents!
That's why I'm in Alaska, far away from toxic freaking parents.",False,True
